lead,length,model,region,subset,gcm_accuracy,obs_accuracy,gcm_acc_low,gcm_acc_high
0,36,CNRM-CM6-1,north_pacific,top20,0.576093805173291,0.5595181532143034,0.5128283268345325,0.6359307963299359
0,36,CNRM-CM6-1,tropical_pacific,all,0.402949062751565,0.39419436946495945,0.3850819764174602,0.4243999705702448
0,36,CNRM-CM6-1,tropical_pacific,top40,0.460291795495269,0.4586267166522076,0.42764208166797635,0.48759727536275216
0,36,CNRM-CM6-1,tropical_pacific,top20,0.4980721307067668,0.505507692030545,0.4555581078991663,0.5413630610875187
0,36,CNRM-CM6-1,southern_ocean,all,0.39812901982824184,0.4039896581335098,0.394379730070308,0.403491853711734
0,36,CNRM-CM6-1,southern_ocean,top40,0.4425166633469864,0.464506733127981,0.43299960350067584,0.4507437309834899
0,36,CNRM-CM6-1,southern_ocean,top20,0.4682989393314186,0.4919793504404945,0.44712835323736116,0.4797775414949096
0,36,CNRM-CM6-1,north_atlantic,all,0.6210422086778004,0.49142232295724314,0.5340053044949621,0.7078852090112575
0,36,CNRM-CM6-1,north_atlantic,top40,0.7599824501295542,0.5934503364200887,0.6711182806854176,0.8458725952116081
0,36,CNRM-CM6-1,north_atlantic,top20,0.8287554671059256,0.6409865487503089,0.8049318752500453,0.8748678452228836
0,36,CNRM-CM6-1,tropical_atlantic,all,0.4660621317262862,0.46362648417608515,0.4160436490283939,0.5378022630833579
0,36,CNRM-CM6-1,tropical_atlantic,top40,0.5471629572427734,0.5622686566729098,0.4886648083461811,0.6502389248817758
0,36,CNRM-CM6-1,tropical_atlantic,top20,0.5983486004598735,0.6191425559209874,0.5308804427516965,0.7125088262317799
0,36,CNRM-CM6-1,west_indian,all,0.41139139085744264,0.3735895640958594,0.38244582374900726,0.44246637097031394
0,36,CNRM-CM6-1,west_indian,top40,0.46997281083064424,0.41477012046877976,0.43371084376899943,0.5245672113870239
0,36,CNRM-CM6-1,west_indian,top20,0.5015522466266636,0.44655585512028684,0.45196476431554106,0.5437074771463097
0,36,GISS-E2-1-G,global,all,0.45868535433658575,0.38832503900655485,0.4499187909446485,0.46286507079376227
0,36,GISS-E2-1-G,global,top40,0.5487237961432553,0.43976385115463296,0.5359562970764712,0.5572400647188044
0,36,GISS-E2-1-G,global,top20,0.5957812514158448,0.4790656606462393,0.5767138546638578,0.6037826871168223
0,36,GISS-E2-1-G,north_pacific,all,0.4507665015173391,0.39224741864236684,0.43225247055686156,0.46003815239915224
0,36,GISS-E2-1-G,north_pacific,top40,0.536540325445542,0.4532420900427025,0.5150189601576466,0.5536325184859477
0,36,GISS-E2-1-G,north_pacific,top20,0.5809960229502613,0.504640587840198,0.5703763328879027,0.5998905475043491
0,36,GISS-E2-1-G,tropical_pacific,all,0.49529305192398276,0.37685591595506646,0.49303350091392234,0.49861008020340714
0,36,GISS-E2-1-G,tropical_pacific,top40,0.6044098520937949,0.43239153306626205,0.5913336752036933,0.6147794220856942
0,36,GISS-E2-1-G,tropical_pacific,top20,0.6622427208585804,0.4809663229006947,0.6402943274266011,0.6770881458404611
